id,typeName,articleId
42548,Kurtas,83
5929,Casual Shoes,93
54166,Necklace and Chains,148
29456,Watches,66
7914,Tshirts,90
6606,Tshirts,90
37448,Belts,49
35475,Formal Shoes,94
48145,Wallets,65
3404,Handbags,46
30677,Sunglasses,51
51364,Jeans,70
33958,Leggings,71
24264,Shorts,72
59754,Nightdress,201
44865,Tshirts,90
26259,Track Pants,76
13117,Casual Shoes,93
45777,Dresses,79
9009,Handbags,46
38247,Tshirts,90
58846,Cufflinks,50
21436,Backpacks,43
17857,Trunk,307
40125,Shorts,72
16745,Clutches,45
11080,Shirts,85
42118,Tshirts,90
14778,Shirts,85
48515,Tops,89
35025,Stoles,62
29006,Backpacks,43
54536,Sports Shoes,95
5883,Casual Shoes,93
51734,Sunglasses,51
50826,Wallets,65
3054,Tshirts,90
4791,Tshirts,90
38617,Tshirts,90
45327,Heels,279
13547,Casual Shoes,93
14282,Sports Shoes,95
25926,Tshirts,90
59304,Shirts,85
26609,Sports Shoes,95
2096,Shirts,85
36520,Handbags,46
4841,Tshirts,90
57033,Shirts,85
22133,Formal Shoes,94
43420,Jeans,70
15240,Casual Shoes,93
12585,Tshirts,90
46622,Heels,279
10042,Tshirts,90
8161,Shirts,85
17787,Socks,61
16895,Sunglasses,51
27331,Perfume and Body Mist,162
47930,Handbags,46
32830,Heels,279
7294,Tshirts,90
18472,Perfume and Body Mist,162
57463,Belts,49
5303,Backpacks,43
33688,Sandals,92
46788,Perfume and Body Mist,162
15610,Shorts,72
43070,Caps,54
59884,Tops,89
39285,Sandals,92
22563,Handbags,46
58796,Shirts,85
14902,Wallets,65
27761,Wallets,65
10412,Tshirts,90
46272,Tunics,91
8531,Sports Shoes,95
26873,Tops,89
33372,Mobile Pouch,171
18022,Belts,49
57199,Tunics,91
52661,Handbags,46
3687,Tshirts,90
19799,Tshirts,90
37331,Watches,66
4142,Casual Shoes,93
57930,Tshirts,90
56622,Face Moisturisers,297
22830,Casual Shoes,93
13394,Shirts,85
14451,Heels,279
42231,Tops,89
9770,Tracksuits,77
16196,Jackets,82
11653,Watches,66
47033,Kurtas,83
8862,Shirts,85
53420,Kurtas,83
6485,Tshirts,90
19263,Watches,66
56272,Bra,153
36873,Tshirts,90
37761,Shirts,85
4512,Sports Shoes,95
38494,Tshirts,90
47199,Formal Shoes,94
42661,Kurtas,83
14001,Tshirts,90
43973,Perfume and Body Mist,162
59187,Heels,279
23688,Wallets,65
47463,Flats,280
11203,Watches,66
19633,Tshirts,90
32563,Trousers,78
48796,Pendant,186
49884,Watches,66
53070,Handbags,46
18921,Shirts,85
47176,Sandals,92
11716,Shirts,85
9635,Shirts,85
8927,Belts,49
12839,Skirts,74
26465,Shorts,72
24458,Flip Flops,127
10804,Flip Flops,127
51558,Watches,66
29790,Tshirts,90
53565,Watches,66
19326,Sweatshirts,87
28882,Briefs,137
3238,Sports Shoes,95
4007,Basketballs,552
57875,Makeup Remover,285
55848,Nail Polish,246
23667,Shirts,85
20948,Flip Flops,127
14514,Shirts,85
16529,Shirts,85
22975,Sports Shoes,95
38181,Sunglasses,51
11346,Jeans,70
47526,Briefs,137
9265,Shirts,85
16483,Shirts,85
6190,Tops,89
3668,Casual Shoes,93
32426,Shorts,72
51108,Free Gifts,254
18864,Sweatshirts,87
53135,Heels,279
36936,Perfume and Body Mist,162
56337,Watches,66
48329,Handbags,46
4457,Tshirts,90
28928,Tshirts,90
37624,Tshirts,90
14144,Cufflinks,50
42724,Flats,280
16179,Casual Shoes,93
13681,Sports Shoes,95
12993,Sports Shoes,95
23237,Kurtas,83
10107,Watches,66
46767,Perfume and Body Mist,162
25249,Handbags,46
45848,Kurtas,83
27274,Kurtis,84
30948,Tops,89
52374,Nightdress,201
50349,Kurtas,83
28181,Sunglasses,51
18537,Casual Shoes,93
49492,Casual Shoes,93
36465,Casual Shoes,93
49168,Shirts,85
5616,Sandals,92
34458,Heels,279
4904,Tops,89
57176,Tops,89
6939,Tshirts,90
58283,Clutches,45
22076,Kurtas,83
41558,Tshirts,90
39790,Shirts,85
15305,Sports Shoes,95
43565,Backpacks,43
25619,Watches,66
58329,Flip Flops,127
27624,Shorts,72
8474,Shirts,85
26936,Tshirts,90
46337,Casual Shoes,93
7781,Backpacks,43
18167,Dresses,79
33237,Shirts,85
53836,Kurtas,83
50719,Tops,89
6893,Dresses,79
57526,Casual Shoes,93
36035,Handbags,46
34008,Tops,89
49538,Clutches,45
17768,Casual Shoes,93
12090,Kurtas,83
43135,Perfume and Body Mist,162
15755,Innerwear Vests,138
14847,Wallets,65
40934,Shirts,85
22308,Heels,279
11891,Formal Shoes,94
20335,Tshirts,90
42909,Belts,49
10783,Sports Shoes,95
17046,Sandals,92
5568,Sports Shoes,95
7555,Tshirts,90
55235,Foundation and Primer,239
28705,Kurtas,83
37809,Shirts,85
57208,Jeggings,249
50037,Bra,153
3845,Tshirts,90
5092,Tshirts,90
18649,Flip Flops,127
2757,Tshirts,90
33519,Heels,279
15581,Tshirts,90
10279,Casual Shoes,93
46419,Watches,66
12244,Shirts,85
44424,Casual Shoes,93
25137,Clutches,45
21877,Kurtas,83
41276,Wallets,65
17416,Sports Shoes,95
22758,Kurtas,83
20765,Flats,280
28355,Sunglasses,51
48954,Ring,229
57658,Nail Polish,246
49646,Dresses,79
34376,Tshirts,90
5138,Tshirts,90
54977,Lounge Pants,175
7105,Backpacks,43
31174,Tops,89
33149,Leggings,71
2307,Tshirts,90
18219,Socks,61
50467,Trunk,307
13906,Sports Shoes,95
9818,Tshirts,90
58057,Earrings,187
46049,Earrings,187
10629,Casual Shoes,93
39544,Flip Flops,127
44074,Deodorant,97
12614,Tshirts,90
21524,Handbags,46
17945,Track Pants,76
23519,Watches,66
40037,Tshirts,90
11192,Watches,66
6344,Casual Shoes,93
48407,Tshirts,90
4379,Tshirts,90
56419,Bra,153
29114,Socks,61
5991,Shirts,85
51626,Watches,66
32308,Watches,66
19058,Kurtas,83
30335,Tshirts,90
4683,Backpacks,43
52909,Sarees,563
45235,Watches,66
13455,Tshirts,90
27809,Belts,49
25834,Kurtas,83
14390,Heels,279
47208,Formal Shoes,94
11468,Shirts,85
59216,Watches,66
24726,Casual Shoes,93
39817,Sandals,92
16207,Sweatshirts,87
40467,Casual Shoes,93
21174,Tops,89
23149,Jackets,82
56049,Lipstick,234
7806,Casual Shoes,93
6714,Tshirts,90
4729,Tshirts,90
35567,Formal Shoes,94
19408,Tshirts,90
3516,Tshirts,90
30765,Kurtas,83
31877,Sarees,563
24376,Kurtas,83
59646,Sarees,563
44977,Watches,66
45665,Innerwear Vests,138
58954,Deodorant,97
11038,Tops,89
47658,Skirts,74
51763,Flats,280
30270,Sunglasses,51
35588,Sandals,92
50871,Sarees,563
25971,Dresses,79
13510,Tshirts,90
45370,Heels,279
38640,Tshirts,90
39952,Flip Flops,127
24663,Casual Shoes,93
59353,Kurtas,83
17800,Tshirts,90
44998,Watches,66
40172,Sunglasses,51
6201,Casual Shoes,93
54561,Tunics,91
29051,Tshirts,90
31898,Briefs,137
30620,Tshirts,90
4396,Tshirts,90
3453,Sports Shoes,95
51333,Jackets,82
31932,Clutches,45
44832,Tshirts,90
59703,Briefs,137
15997,Shirts,85
24233,Kurtas,83
14685,Tshirts,90
38210,Sunglasses,51
45720,Deodorant,97
11487,Watches,66
40522,Watches,66
54131,Heels,279
7943,Tshirts,90
48112,Belts,49
35422,Sandals,92
6651,Flip Flops,127
50172,Flats,280
3900,Tshirts,90
2612,Flats,280
31461,Shorts,72
34399,Tshirts,90
44561,Sandals,92
41299,Tops,89
21898,Kurtas,83
58542,Sunglasses,51
25072,Accessory Gift Set,185
25588,Kurta Sets,543
41763,Tops,89
17103,Wallets,65
7410,Kurtas,83
49353,Casual Shoes,93
35971,Tshirts,90
28640,Shorts,72
55370,Nail Polish,246
50488,Trunk,307
2242,Tshirts,90
50522,Innerwear Vests,138
25422,Sports Shoes,95
58112,Earrings,187
13843,Sandals,92
12751,Jeans,70
44131,Perfume and Body Mist,162
39401,Jeans,70
15094,Kurtas,83
17553,Shirts,85
21932,Kurtas,83
10296,Casual Shoes,93
20620,Handbags,46
48811,Pendant,186
1897,Tshirts,90
28210,Sunglasses,51
7040,Casual Shoes,93
34233,Tshirts,90
11254,Tshirts,90
47434,Handbags,46
9377,Socks,61
38139,Backpacks,43
13269,Tops,89
45409,Flats,280
30509,Bra,153
6082,Tshirts,90
32534,Fragrance Gift Set,189
19664,Tshirts,90
18976,Track Pants,76
2868,Tshirts,90
53027,Sarees,563
29728,Handbags,46
34819,Sports Shoes,95
56225,Night suits,456
4545,Sports Shoes,95
3280,Tshirts,90
6578,Tshirts,90
37736,Shirts,85
14056,Tshirts,90
42636,Bracelet,205
13793,Tshirts,90
23325,Kurtas,83
12881,Casual Shoes,93
43924,Tops,89
47064,Patiala,184
11604,Kurtas,83
13639,Innerwear Vests,138
38569,Shorts,72
8835,Trousers,78
29682,Trousers,78
53477,Bra,153
30159,Wallets,65
48391,Trousers,78
28990,Kurta Sets,543
19234,Wallets,65
32164,Socks,61
57967,Sarees,563
6128,Tshirts,90
54648,Watches,66
49979,Innerwear Vests,138
56675,Watches,66
23775,Sunglasses,51
21748,Casual Shoes,93
59580,Cufflinks,50
22867,Casual Shoes,93
27736,Handbags,46
44218,Flip Flops,127
12478,Formal Shoes,94
39728,Shirts,85
17380,Mufflers,59
26824,Trousers,78
24819,Casual Shoes,93
10445,Jeans,70
51919,Handbags,46
7693,Tshirts,90
31318,Kurtas,83
52636,Handbags,46
6981,Shirts,85
57434,Tshirts,90
55409,Lipstick,234
28139,Lounge Shorts,197
2491,Tshirts,90
36127,Wallets,65
7369,Casual Shoes,93
5354,Sports Shoes,95
12182,Shirts,85
15647,Tshirts,90
20509,Handbags,46
14955,Tshirts,90
22534,Flip Flops,127
8136,Watches,66
12028,Shirts,85
44648,Tops,89
59979,Dresses,79
10015,Tshirts,90
46675,Perfume and Body Mist,162
28093,Briefs,137
32867,Backpacks,43
33775,Caps,54
49580,Heels,279
7739,Caps,54
36577,Shirts,85
5704,Casual Shoes,93
4816,Tshirts,90
57064,Jackets,82
28569,Tshirts,90
55059,Lipstick,234
20159,Shirts,85
22164,Casual Shoes,93
39682,Sports Shoes,95
15217,Belts,49
43477,Casual Shoes,93
57571,Lipstick,234
5211,Tshirts,90
36062,Duffel Bag,120
15702,Shirts,85
43162,Watches,66
59996,Dresses,79
39397,Tshirts,90
22471,Shirts,85
58684,Kurtas,83
14810,Handbags,46
27673,Handbags,46
43498,Tshirts,90
10500,Dresses,79
46360,Shirts,85
49095,Compact,300
53861,Kurtas,83
33260,Shirts,85
28586,Watches,66
52773,Wallets,65
5641,Sports Shoes,95
2184,Tshirts,90
36432,Casual Shoes,93
4953,Tshirts,90
57121,Tops,89
22021,Kurtas,83
43532,Tops,89
15352,Casual Shoes,93
12497,Tshirts,90
8589,Shirts,85
10150,Formal Shoes,94
8073,Sports Shoes,95
17695,Casual Shoes,93
27223,Dresses,79
16987,Flip Flops,127
32922,Tshirts,90
52323,Bangle,149
7386,Formal Shoes,94
18560,Heels,279
33630,Handbags,46
53498,Bra,153
56360,Perfume and Body Mist,162
37673,Backpacks,43
4400,Tshirts,90
38586,Tshirts,90
14113,Sweatshirts,87
43861,Earrings,187
59095,Bra,153
26598,Sports Shoes,95
23260,Watches,66
26062,Shirts,85
22888,Sandals,92
47571,Heels,279
11311,Jeans,70
19721,Shirts,85
32471,Socks,61
57988,Dresses,79
48684,Earrings,187
49996,Briefs,137
18833,Belts,49
3795,Casual Shoes,93
37223,Tops,89
4050,Tshirts,90
18999,Jackets,82
2887,Heels,279
9398,Sports Shoes,95
13286,Shirts,85
22922,Watches,66
14543,Kurtas,83
42323,Sarees,563
9662,Shirts,85
16084,Sunglasses,51
11741,Tshirts,90
47121,Casual Shoes,93
10853,Tshirts,90
8970,Sports Shoes,95
26432,Handbags,46
53532,Briefs,137
6597,Tops,89
19371,Formal Shoes,94
13013,Heels,279
45673,Perfume and Body Mist,162
38343,Tops,89
58942,Watches,66
24360,Kurtas,83
59650,Sarees,563
21498,Handbags,46
44961,Deodorant,97
31861,Watches,66
51260,Belts,49
54598,Kurtas,83
3500,Casual Shoes,93
30773,Kurtas,83
35571,Casual Shoes,93
30289,Sunglasses,51
54062,Deodorant,97
7810,Casual Shoes,93
21162,Sweaters,88
16211,Jackets,82
45389,Flats,280
24730,Tshirts,90
39801,Shirts,85
45223,Watches,66
13443,Tops,89
25822,Kurtas,83
14386,Heels,279
3150,Sports Shoes,95
30323,Tshirts,90
4695,Watches,66
5987,Shirts,85
51630,Watches,66
29102,Wallets,65
6352,Sandals,92
48411,Tshirts,90
40021,Tshirts,90
16641,Tshirts,90
21532,Handbags,46
17953,Caps,54
12602,Tshirts,90
13910,Sports Shoes,95
58041,Earrings,187
25571,Sports Shoes,95
20289,Innerwear Vests,138
50471,Briefs,137
55389,Nail Polish,246
35988,Tshirts,90
31162,Jeans,70
2311,Tshirts,90
49650,Tops,89
34360,Tshirts,90
54961,Tshirts,90
7113,Rucksacks,170
28343,Sunglasses,51
48942,Ring,229
20773,Flats,280
41260,Wallets,65
17400,Socks,61
25121,Clutches,45
58411,Jeans,70
5084,Tshirts,90
2741,Tops,89
50021,Leggings,71
3853,Tshirts,90
55223,Lip Liner,235
28713,Kurtas,83
34730,Wallets,65
7543,Tshirts,90
10795,Shirts,85
17050,Sandals,92
40922,Jackets,82
11887,Formal Shoes,94
20323,Kurtas,83
7056,Backpacks,43
36218,Leggings,71
34225,Tshirts,90
49715,Ties,63
56819,Shirts,85
48807,Pendant,186
1881,Tshirts,90
17545,Shirts,85
23919,Casual Shoes,93
21924,Kurta Sets,543
10280,Flats,280
15578,Shirts,85
43318,Jeans,70
12747,Scarves,56
44127,Deodorant,97
8659,Sunglasses,51
15082,Kurtis,84
25434,Socks,61
58104,Ring,229
11868,Sandals,92
13855,Trousers,78
27409,Lounge Shorts,197
52509,Bath Robe,226
2254,Tshirts,90
31027,Shirts,85
28656,Sports Shoes,95
55366,Nail Polish,246
29944,Watches,66
7406,Formal Shoes,94
41775,Tops,89
17115,Clutches,45
43748,Bangle,149
15128,Trousers,78
20266,Heels,279
25064,Accessory Gift Set,185
27059,Handbags,46
8209,Tshirts,90
44577,Sandals,92
2604,Tshirts,90
52159,Tops,89
50164,Heels,279
3916,Tshirts,90
48104,Tops,89
35434,Dresses,79
37409,Handbags,46
6647,Sports Shoes,95
29417,Watches,66
54127,Heels,279
7955,Tshirts,90
11491,Watches,66
42509,Kurtas,83
14369,Heels,279
40534,Watches,66
16354,Shirts,85
14693,Trousers,78
58807,Shirts,85
38206,Sunglasses,51
9048,Sports Shoes,95
45736,Kurtas,83
13156,Tshirts,90
44824,Sandals,92
59715,Nightdress,201
15981,Shirts,85
46819,Heels,279
51325,Handbags,46
33919,Watches,66
31924,Handbags,46
53318,Tshirts,90
30636,Shorts,72
4380,Tshirts,90
3445,Tshirts,90
54577,Kurtas,83
29047,Tshirts,90
35064,Belts,49
6217,Tops,89
37059,Belts,49
14739,Shirts,85
16704,Tshirts,90
40164,Sunglasses,51
17816,Sandals,92
39944,Casual Shoes,93
26648,Casual Shoes,93
25967,Tops,89
13506,Tshirts,90
45366,Heels,279
9418,Shirts,85
38656,Sports Shoes,95
30266,Sunglasses,51
3015,Tshirts,90
53748,Track Pants,76
46399,Shorts,72
15201,Tshirts,90
43461,Night suits,456
22172,Casual Shoes,93
38986,Tshirts,90
4800,Tshirts,90
57072,Jeans,70
36561,Tshirts,90
5712,Sports Shoes,95
33763,Casual Shoes,93
18433,Backpacks,43
49596,Heels,279
57588,Lipstick,234
28085,Briefs,137
22488,Sports Shoes,95
27370,Tshirts,90
8120,Belts,49
10003,Tshirts,90
46663,Deodorant,97
14943,Tshirts,90
12194,Tshirts,90
15651,Handbags,46
18599,Flip Flops,127
2487,Sandals,92
36131,Casual Shoes,93
5342,Casual Shoes,93
57422,Tshirts,90
6997,Tshirts,90
7685,Tshirts,90
17396,Socks,61
10453,Tshirts,90
27720,Laptop Bag,158
47588,Flats,280
42270,Casual Shoes,93
14410,Heels,279
22871,Casual Shoes,93
59596,Sarees,563
56663,Casual Shoes,93
4103,Sandals,92
57971,Sarees,563
48387,Jeans,70
28986,Kurta Sets,543
19222,Ties,63
32172,Socks,61
36998,Handbags,46
53461,Bra,153
8823,Shirts,85
23299,Sandals,92
26561,Casual Shoes,93
47072,Patiala,184
11612,Kurtas,83
23333,Kurtis,84
12897,Casual Shoes,93
8989,Casual Shoes,93
43932,Heels,279
14040,Shirts,85
42620,Earrings,187
13785,Trousers,78
4553,Sports Shoes,95
3296,Sports Shoes,95
19388,Tshirts,90
37720,Tshirts,90
36832,Kurtas,83
56233,Night suits,456
18960,Sweatshirts,87
53031,Sarees,563
6094,Tops,89
32522,Fragrance Gift Set,189
19672,Tshirts,90
11242,Jeans,70
47422,Wallets,65
9361,Socks,61
6581,Tshirts,90
3279,Tshirts,90
32037,Socks,61
19367,Casual Shoes,93
51519,Watches,66
59129,Jackets,82
24419,Sports Shoes,95
10845,Tshirts,90
12878,Formal Shoes,94
8966,Sports Shoes,95
26424,Shirts,85
9674,Shorts,72
11757,Tops,89
47137,Handbags,46
40308,Sandals,92
13290,Dresses,79
22934,Watches,66
20909,Heels,279
14555,Casual Shoes,93
55809,Night suits,456
3783,Tshirts,90
37235,Wallets,65
48738,Bangle,149
4046,Sports Shoes,95
35208,Backpacks,43
57834,Tshirts,90
49980,Innerwear Vests,138
51149,Socks,61
18825,Wallets,65
19737,Tops,89
32467,Tshirts,90
3629,Flip Flops,127
1614,Tshirts,90
48692,Earrings,187
47567,Heels,279
11307,Jeans,70
24049,Tshirts,90
59579,Cufflinks,50
43877,Casual Shoes,93
59083,Bra,153
23276,Watches,66
40758,Flip Flops,127
16138,Tshirts,90
38590,Tshirts,90
14105,Tshirts,90
28969,Kurta Sets,543
35658,Casual Shoes,93
4416,Tshirts,90
48368,Shirts,85
56376,Perfume and Body Mist,162
36977,Clutches,45
7390,Formal Shoes,94
18576,Tshirts,90
33626,Wallets,65
50308,Ties,63
30909,Tops,89
52335,Clutches,45
45809,Heels,279
16991,Shirts,85
25208,Handbags,46
58738,Tops,89
46726,Perfume and Body Mist,162
10146,Formal Shoes,94
8065,Wallets,65
17683,Casual Shoes,93
43524,Leggings,71
15344,Tracksuits,77
41519,Sunglasses,51
17379,Accessory Gift Set,185
12481,Formal Shoes,94
22037,Kurtas,83
4945,Tshirts,90
57137,Trousers,78
34419,Tshirts,90
49129,Concealer,238
2192,Shorts,72
36424,Sports Shoes,95
50758,Sandals,92
28590,Belts,49
49083,Lipstick,234
53877,Flip Flops,127
2038,Tshirts,90
46376,Shirts,85
8435,Tops,89
27665,Handbags,46
25658,Watches,66
22467,Shirts,85
58692,Kurtas,83
14806,Handbags,46
15714,Sports Shoes,95
43174,Watches,66
59980,Dresses,79
17729,Shirts,85
39381,Jeans,70
49579,Heels,279
34049,Shirts,85
36074,Duffel Bag,120
57567,Lipstick,234
35875,Tshirts,90
28744,Kurtas,83
55274,Concealer,238
37848,Wallets,65
7514,Capris,68
34767,Handbags,46
41667,Heels,279
17007,Flats,280
20374,Tshirts,90
42948,Belts,49
40975,Tshirts,90
22349,Shirts,85
58446,Watches,66
25176,Handbags,46
39155,Kurtas,83
44465,Heels,279
46458,Watches,66
10238,Watches,66
33558,Tshirts,90
2716,Tops,89
3804,Casual Shoes,93
54936,Tshirts,90
7144,Tops,89
5179,Tshirts,90
34337,Tshirts,90
49607,Heels,279
48915,Pendant,186
1993,Tshirts,90
57619,Sunscreen,298
55624,Formal Shoes,94
28314,Formal Shoes,94
22719,Sports Shoes,95
17457,Watches,66
41237,Belts,49
10392,Watches,66
12655,Tshirts,90
44035,Perfume and Body Mist,162
39505,Duffel Bag,120
15190,Tshirts,90
46008,Sarees,563
25526,Tops,89
58016,Earrings,187
9859,Tshirts,90
13947,Tshirts,90
50426,Handbags,46
18258,Kurtas,83
2346,Tshirts,90
33108,Heels,279
5483,Sports Shoes,95
56458,Nail Polish,246
4338,Sports Shoes,95
35176,Handbags,46
16616,Shirts,85
17904,Jackets,82
23558,Deodorant,97
15939,Belts,49
39856,Tshirts,90
59257,Watches,66
25875,Backpacks,43
11429,Tops,89
47249,Briefs,137
13414,Shirts,85
45274,Wallets,65
38744,Backpacks,43
27848,Tshirts,90
52948,Sarees,563
50975,Bra,153
19019,Heels,279
3107,Tshirts,90
32349,Watches,66
51667,Sunglasses,51
48016,Watches,66
4768,Tshirts,90
6755,Sports Shoes,95
29505,Watches,66
54035,Handbags,46
7847,Tshirts,90
56008,Lipstick,234
23108,Accessory Gift Set,185
21135,Sweaters,88
11583,Kurtas,83
40426,Tops,89
16246,Sandals,92
14781,Shirts,85
58915,Ties,63
47619,Flats,280
11079,Shirts,85
38314,Handbags,46
45624,Casual Shoes,93
13044,Heels,279
44936,Casual Shoes,93
59607,Sarees,563
24337,Tshirts,90
15893,Casual Shoes,93
31836,Watches,66
30724,Kurtas,83
4292,Tshirts,90
32719,Briefs,137
3557,Casual Shoes,93
19449,Tshirts,90
59312,Sandals,92
24622,Handbags,46
38601,Tshirts,90
45331,Heels,279
13551,Heels,279
14294,Tshirts,90
25930,Skirts,74
50830,Belts,49
3042,Tshirts,90
4787,Shorts,72
5895,Sports Shoes,95
51722,Sunglasses,51
29010,Duffel Bag,120
54520,Casual Shoes,93
6240,Tshirts,90
48503,Tops,89
35033,Churidar,143
40133,Shirts,85
16753,Clutches,45
11096,Sweaters,88
21420,Tops,89
17841,Sports Shoes,95
13101,Tshirts,90
45761,Deodorant,97
40099,Tshirts,90
58850,Cufflinks,50
24272,Tshirts,90
59742,Briefs,137
44873,Tshirts,90
31973,Sports Shoes,95
51372,Tshirts,90
3412,Tshirts,90
30661,Sunglasses,51
35199,Backpacks,43
6610,Tshirts,90
35463,Casual Shoes,93
48153,Wallets,65
54170,Necklace and Chains,148
29440,Watches,66
7902,Shorts,72
51688,Sunglasses,51
24788,Belts,49
16303,Shirts,85
40563,Watches,66
25033,Track Pants,76
58503,Dresses,79
15485,Track Pants,76
12340,Shirts,85
44520,Sandals,92
39010,Tops,89
31420,Briefs,137
5196,Tshirts,90
2653,Handbags,46
3941,Tshirts,90
55331,Hair Colour,287
35930,Sports Shoes,95
34622,Watches,66
29913,Watches,66
7451,Tshirts,90
17142,Handbags,46
41722,Heels,279
20231,Sweaters,88
11995,Tshirts,90
44170,Deodorant,97
12710,Sports Shoes,95
41688,Heels,279
13802,Tshirts,90
58153,Caps,54
50563,Briefs,137
31070,Dupatta,134
34788,Casual Shoes,93
2203,Tshirts,90
49742,Ties,63
34272,Dupatta,134
54873,Necklace and Chains,148
7001,Tops,89
28251,Deodorant,97
25199,Handbags,46
21973,Handbags,46
17512,Tshirts,90
49892,Watches,66
53066,Handbags,46
18937,Tshirts,90
19625,Tops,89
32575,Tops,89
30548,Socks,61
13228,Trousers,78
38178,Sunglasses,51
9336,Tshirts,90
47475,Flats,280
11215,Watches,66
26166,Trousers,78
21359,Sunglasses,51
43965,Perfume and Body Mist,162
41958,Tshirts,90
38482,Tops,89
42677,Kurtas,83
14017,Tshirts,90
37777,Shirts,85
6539,Backpacks,43
4504,Sports Shoes,95
34858,Casual Shoes,93
29769,Shirts,85
6493,Tshirts,90
19275,Watches,66
30118,Tshirts,90
53436,Sports Shoes,95
26536,Casual Shoes,93
9766,Tshirts,90
38528,Casual Shoes,93
13678,Sports Shoes,95
45018,Watches,66
16180,Formal Shoes,94
11645,Watches,66
47025,Kurtas,83
22826,Casual Shoes,93
13382,Casual Shoes,93
14447,Casual Shoes,93
21709,Watches,66
23734,Sunglasses,51
49938,Innerwear Vests,138
56634,Face Wash and Cleanser,295
29339,Tshirts,90
54609,Briefs,137
2983,Tshirts,90
3691,Sports Shoes,95
6169,Flip Flops,127
37327,Watches,66
4154,Sports Shoes,95
28482,Tshirts,90
52677,Watches,66
51958,Handbags,46
33364,Wallets,65
18034,Handbags,46
24858,Shirts,85
10404,Shirts,85
46264,Tunics,91
8527,Sandals,92
39769,Shirts,85
12439,Hat,209
44259,Wallets,65
26865,Tops,89
27777,Wallets,65
16929,Sweatshirts,87
22575,Shirts,85
14914,Tshirts,90
15606,Tshirts,90
43066,Tshirts,90
59892,Shirts,85
39293,Sandals,92
5315,Sports Shoes,95
7328,Sandals,92
28178,Sunglasses,51
55448,Lipstick,234
57475,Sandals,92
31709,Earrings,187
7282,Tshirts,90
18464,Perfume and Body Mist,162
33734,Handbags,46
32826,Heels,279
16883,Sunglasses,51
27327,Deodorant,97
59938,Casual Shoes,93
46634,Deodorant,97
10054,Tshirts,90
12069,Kurtas,83
39339,Sports Shoes,95
17791,Socks,61
15256,Casual Shoes,93
12593,Tshirts,90
22125,Formal Shoes,94
20118,Kurtas,83
55018,Lip Gloss,236
28528,Tshirts,90
4857,Tshirts,90
57025,Briefs,137
5745,Tshirts,90
36536,Handbags,46
7778,Casual Shoes,93
14851,Wallets,65
22430,Tunics,91
12086,Kurtas,83
15743,Sports Shoes,95
36023,Belts,49
57530,Casual Shoes,93
6885,Dresses,79
7797,Casual Shoes,93
18171,Tops,89
33221,Tops,89
53820,Kurtis,84
8462,Tops,89
17284,Tshirts,90
39786,Shirts,85
15313,Sports Shoes,95
43573,Tops,89
58295,Socks,61
22060,Kurtas,83
4912,Tops,89
57160,Tshirts,90
36473,Kurtas,83
5600,Sports Shoes,95
18521,Sweatshirts,87
49484,Casual Shoes,93
52362,Nightdress,201
28197,Sunglasses,51
32963,Tshirts,90
27262,Tops,89
43089,Fragrance Gift Set,189
10111,Sports Shoes,95
12985,Casual Shoes,93
23221,Kurtas,83
43820,Earrings,187
14152,Cufflinks,50
42732,Flats,280
9789,Tshirts,90
13697,Backpacks,43
4441,Casual Shoes,93
3384,Handbags,46
37632,Tshirts,90
36920,Wallets,65
56321,Watches,66
18872,Formal Shoes,94
53123,Tshirts,90
32430,Caps,54
11350,Jeans,70
47530,Flats,280
9273,Sports Shoes,95
16495,Tshirts,90
26023,Deodorant,97
14502,Casual Shoes,93
22963,Flip Flops,127
38197,Sunglasses,51
26189,Perfume and Body Mist,162
23671,Tshirts,90
59484,Ring,229
53089,Necklace and Chains,148
56771,Shirts,85
4011,Basketballs,552
57863,Sunscreen,298
37798,Shirts,85
19330,Jackets,82
28894,Briefs,137
29786,Tshirts,90
53573,Watches,66
8931,Wallets,65
26473,Tshirts,90
10812,Shirts,85
42698,Flats,280
47160,Belts,49
11700,Shirts,85
9623,Shirts,85
52876,Sarees,563
48082,Tshirts,90
19127,Flip Flops,127
32277,Sports Shoes,95
51759,Heels,279
53764,Tshirts,90
39968,Casual Shoes,93
26664,Casual Shoes,93
24659,Socks,61
59369,Kurtas,83
11517,Heels,279
47377,Handbags,46
9434,Caps,54
27976,Briefs,137
58981,Deodorant,97
14715,Shirts,85
42175,Tshirts,90
40148,Dresses,79
38380,Belts,49
23466,Scarves,56
15807,Briefs,137
59693,Bra,153
56566,Lip Care,237
4206,Tshirts,90
35048,Kurtas,83
48578,Bracelet,205
37075,Handbags,46
33935,Tshirts,90
31908,Briefs,137
6391,Flats,280
32627,Tshirts,90
3469,Headband,121
19577,Tops,89
11147,Shirts,85
9064,Shirts,85
44808,Tshirts,90
17990,Ties,63
26234,Tshirts,90
59739,Bra,153
46835,Capris,68
23036,Shirts,85
42525,Kurtas,83
14345,Sports Shoes,95
16378,Trousers,78
13480,Flats,280
48128,Wallets,65
35418,Formal Shoes,94
4656,Sports Sandals,283
3193,Tshirts,90
7979,Tshirts,90
5944,Casual Shoes,93
56136,Eyeshadow,243
33466,Belts,49
2628,Flats,280
18736,Dresses,79
49693,Ties,63
1907,Tshirts,90
